,Event,Section,round,color,Oponent USCF,Oponent name,Rating,Result
10,SSC #2,K-3,4,,30453606,JAMES CORBETT III,764 => 758 (R),L
11,SSC #1,K-3RD,4,,30453606,JAMES CORBETT III,763 => 764 (R),L
2,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,2,B,30585274,PENCHAL LAVNIK BETHANABOYINA,819 => 818 (R),W
3,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,4,B,31011711,AARON WANG,859 => 848 (R),W
4,GUS GOSSELIN GRADE CHAMPIONSHIP,GRADE 4,3,W,30461297,JAYDEN ZHOU,890 => 857 (R),W
5,1ST SPIEGEL CUP QUALIFER,GRADES K-5,4,B,31011711,AARON WANG,894 => 909 (R),W
6,82ND NEW ENGLAND OPEN,UNDER 1200,4,B,30475300,ANDREW CHANG,809 => 778 (R),W
7,2023 COLORADO CLASS CHAMPIONSHIPS,CLASS E/UNRATED (1199-),3,B,30742195,PRANAV MALE,889 => 896 (R),W
8,2023 SCHOLASTIC STATE CHAMPIONSHIPS,K-3,6,W,30453606,JAMES CORBETT III,843 => 802 (R),D
9,SSC #5,U1000,1,,30275147,ETHAN CONNER,894 => 809 (R),D
2,2023 CONNECTICUT STATE CHAMPIONSHIP,U1700,1,B,15935573,NITYA NAIR,905 => 918 (R),W
3,JUNIOR OPEN,U1500,2,W,31011711,AARON WANG,919 => 894 (R),W
4,2022-2023 SSC#7,U1000,1,,30520405,AIDAN JOSHUA FIGUEROA,917 => 854 (R),W
5,2022-2023 SSC#7,U1000,3,,16862760,OM AMIT THAKEKAR,988 => 970 (R),W
6,2022-2023 SSC#7,U1000,5,,30436408,TANAY KATARU,915 => 863 (R),W
7,DCC -- A SERIES OF UNDER 1800 EVENT,U1400/UNRATED,2,W,30899392,VIK VAD,945 => 870 (R),W
8,SSC #6,U1000,4,,30453606,JAMES CORBETT III,911 => 839 (R),W
9,SSC #6,U1000,5,,30495983,AVYUKTH SHRIKKANTH,917 => 914 (R),L
10,SSC #5,U1000,3,,30284870,JAYKE COLLIER,921 => 956 (R),L
2,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,1,W,30461297,JAYDEN ZHOU,1026 => 995 (R),W
3,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,2,W,30461297,JAYDEN ZHOU,1020 => 997 (R),W
4,HARRY NELSON PILLSBURY MEMORIAL,EXTRA,2,W,30694532,SPENCER PARENTE,1081 => 1100 (R),D
5,2ND SPIEGEL CUP QUALIFIER,GRADES K-5,1,W,16818380,NICO MEHTA,1079 => 1291 (R),D
6,FMCA SCHOLASTICS #33,UNDER 1500,3,B,30313241,RISHI SRINIVASAN,1062 => 997 (R),W
7,SUMMIT SCHOOL SERIES #9,U1400,1,,30554313,AN ANDY GIA HOANG,1099 => 1093 (R),L
8,SUMMIT SCHOOL SERIES #9,U1400,3,,16862760,OM AMIT THAKEKAR,1028 => 1138 (R),L
9,SUMMIT SCHOOL SERIES #9,U1400,4,,15574512,THOMAS THIESZEN,1026 => 1003 (R),L
2,83RD NEW ENGLAND OPEN,UNDER 1800,2,B,17264734,NAREK HAMBARDZUMYAN,1103 => 1376 (R),L
3,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,3,B,31343950,KANGDI BAO,1150 => 1178 (R),W
4,GEORGE O-ROURKE MEMORIAL,U1600,5,B,12650524,JAMES ESSARY,1130 => 1131 (R),W
5,JUNIOR OPEN,U1500,1,B,31309737,DANIEL N RAMAKRISHNA,1193 => 1182 (R),W
6,82ND NEW ENGLAND OPEN,UNDER 1200,3,W,16698057,ALEX FOSSEL,1180 => 1257 (R),L
7,82ND NEW ENGLAND OPEN,UNDER 1200,6,B,16348128,WYELIN OLUFEMI NEWELL,1197 => 1284 (R),L
8,FMCA SCHOLASTICS #33,UNDER 1500,4,B,30304394,KENISRO PRINCETON VIYANI,1172 => 1124 (R),W
9,2023 COLORADO CLASS CHAMPIONSHIPS,CLASS E/UNRATED (1199-),4,W,17108588,JOHNATHAN KYLE LOVELL,1132 => 1100 (R),W
10,SUMMIT SCHOOL SERIES #9,U1400,5,,17312162,AUDREY LI,1141 => 1115 (R),W
11,KINGS OF CHESS MAY 2023,K-12 DIVISION,3,W,30026420,NEEL YADATORE,1136 => 1211 (R),L
12,SSC #8,U1400,1,,16460976,ARI MELTZER,1160 => 1186 (R),W
13,SSC #8,U1400,2,,30284870,JAYKE COLLIER,1136 => 1135 (R),D
14,DCC -- A SERIES OF UNDER 1800 EVENT,U1400/UNRATED,4,B,16788310,TANISHKA TAGARE,1196 => 1134 (R),L
2,REGGIE BOONE MEMORIAL,OPEN,1,W,15628353,HUGH STANLEY MCLAUGHLIN,1263 => 1253 (R),W
3,13TH ANNUAL HARTFORD OPEN!,UNDER 1800 SECTION,1,B,30151528,SERGEI ZANOZIN,1281 => 1291 (R),D
4,13TH ANNUAL HARTFORD OPEN!,UNDER 1800 SECTION,2,W,30524188,LEROY CHANG,1299 => 1275 (R),W
5,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,3,W,17173635,LEVI HORACE KITCHINER VALENTINE,1276 => 1269 (R),W
6,ROCCO PASQUALE MEMORIAL,OPEN,2,W,15628353,HUGH STANLEY MCLAUGHLIN,1237 => 1271 (R),W
7,ROBERT FORTIER MEMORIAL,U1600,3,W,31355520,SAMUEL D PARK,1249 => 1467 (R),L
8,ROBERT FORTIER MEMORIAL,U1600,5,B,15591405,EMILY GAWBOY,1273 => 1271 (R),W
9,73RD NEW HAMPSHIRE OPEN,UNDER 1800,2,B,16191144,AANYA YADAWAD,1225 => 1207 (R),W
10,32ND ANNUAL EASTERN CLASS,CLASS B,4,B,31377742,MANUEL IGNACIO GOMES BARRANCO,1216 => 1318 (R),D
11,3RD SPIEGEL CUP QUALIFIER,GRADES K-5,4,W,30237854,SOUMILI DEY,1266 => 1358 (R),D
12,GUS GOSSELIN GRADE CHAMPIONSHIP,GRADE 4,4,W,30686408,DANIEL KURTZ,1274 => 1378 (R),L
13,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,6,W,30141851,WILLIAM CAI,1215 => 1222 (R),D
14,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,8,B,16441708,JOHN FONTAINE,1281 => 1413 (R),L
15,2ND SPIEGEL CUP QUALIFIER,GRADES K-5,3,B,30178900,JERRY DUAN,1249 => 1264 (R),W
16,2023 CONNECTICUT STATE CHAMPIONSHIP,U1700,4,B,30145457,RUTHWIK S VARANASI,1273 => 1365 (R),L
17,2023 NH AMATEUR CHAMPIONSHIP,U1800,2,W,31043360,SAMEUL PRESCOTT BROADAWAY,1286 => 1170 (R),W
18,JUNIOR OPEN,U1500,3,W,30716324,MAITREYA GANGULY,1293 => 1308 (R),L
19,KINGS OF CHESS JULY-2023,K-12 DIVISION,2,B,30026420,NEEL YADATORE,1211 => 1246 (R),L
20,SSC #8,U1400,3,,30595735,JASON NIGATU,1201 => 1182 (R),L
21,SSC #8,U1400,5,,30209820,GEORGE LIN,1212 => 1222 (R),L
22,DCC -- A SERIES OF UNDER 1800 EVENT,U1400/UNRATED,1,B,30219070,MADELEINE FINCH,1212 => 1240 (R),L
23,DCC -- A SERIES OF UNDER 1800 EVENT,U1400/UNRATED,3,W,15735981,KEVIN REILLEY,1243 => 1221 (R),L
2,49TH ANNUAL EASTERN OPEN!,UNDER 1900 SECTION,4,B,16720952,SAHISHN SAI BANGARU,1378 => 1439 (R),W
3,2024 CONNECTICUT STATE CHAMPIONSHIP,U2200,4,W,16526605,MAX WANG,1378 => 1454 (R),L
4,83RD NEW ENGLAND OPEN,UNDER 1800,5,B,12656149,MR. ILYA MICHAEL GITELMAN,1382 => 1454 (R),W
5,ROBERT FORTIER MEMORIAL,U1600,1,W,12108740,MARK R WHEELER,1330 => 1474 (R),L
6,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1600,3,W,30427161,CHARLES HUANG,1387 => 1416 (R),D
7,126TH RHODE ISLAND OPEN,U1500,4,B,30237854,SOUMILI DEY,1328 => 1303 (R),W
8,2ND SPIEGEL CUP QUALIFIER,GRADES K-5,2,B,30145457,RUTHWIK S VARANASI,1379 => 1344 (R),W
9,2023 NH AMATEUR CHAMPIONSHIP,U1800,1,B,16671526,JAYDEN K WU,1393 => 1354 (R),L
10,2023 NH AMATEUR CHAMPIONSHIP,U1800,4,B,30648320,BENJAMIN DING,1386 => 1395 (R),L
11,FMCA SCHOLASTICS #33,UNDER 1500,2,W,30644252,CARTER JAY ZSITTNIK,1392 => 1388 (R),L
12,FMCA SCHOLASTICS #33,SIDE GAMES,1,B,30644252,CARTER JAY ZSITTNIK,1388 => 1395 (R),L
13,2023 COLORADO CLASS CHAMPIONSHIPS,CLASS E/UNRATED (1199-),2,W,30588060,KYLE LUO,1316 => 1367 (R),L
2,EVERT SIISKONEN MEMORIAL,PREMIER,2,B,12517182,ROBERT L ANDERSON,1496 => 1490 (R),W
3,13TH ANNUAL HARTFORD OPEN!,UNDER 1800 SECTION,3,B,30706741,KRYSTIAN TKACZEWSKI JR.,1464 => 1512 (R),D
4,13TH ANNUAL HARTFORD OPEN!,UNDER 1800 SECTION,4,W,31967158,LUCAS D'AMICO,1414 => 1465 (R),W
5,13TH ANNUAL HARTFORD OPEN!,UNDER 1800 SECTION,5,B,30349631,DEVANSH VELLANKI,1462 => 1594 (R),D
6,WACHUSETT CLUB CHAMPIONSHIP,OPEN,7,B,31754591,MICHAEL CORONEL,1471 => 1467 (R),W
7,89TH GREATER BOSTON OPEN,U2000,3,W,30349631,DEVANSH VELLANKI,1494 => 1462 (R),W
8,83RD NEW ENGLAND OPEN,UNDER 1800,1,W,16771070,KAYLA ZHANG,1438 => 1463 (R),W
9,83RD NEW ENGLAND OPEN,UNDER 1800,3,B,16732714,SRIMAN DEVINENI,1430 => 1527 (R),L
10,83RD NEW ENGLAND OPEN,UNDER 1800,4,W,17088714,ETHAN W ZHANG,1421 => 1387 (R),W
11,83RD NEW ENGLAND OPEN,UNDER 1800,6,W,30922989,MUSHEGH ARSHAKUNI,1472 => 1503 (R),W
12,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,5,B,16348128,WYELIN OLUFEMI NEWELL,1459 => 1493 (R),W
13,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,1,B,31462448,ARUSH GHOSH,1442 => 1441 (R),W
14,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1600,2,B,31038724,HANLEY LEE,1442 => 1444 (R),W
15,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1600,4,W,30304394,KENISRO PRINCETON VIYANI,1439 => 1533 (R),W
16,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,3,W,30304394,KENISRO PRINCETON VIYANI,1435 => 1439 (R),L
17,GAIL S. LINGNER MEMORIAL,OPEN,3,W,31754591,MICHAEL CORONEL,1438 => 1370 (R),W
18,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),2,W,12508702,JOHN A SWARTZ,1427 => 1356 (R),W
19,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),3,B,16965265,SAM MACLEOD,1464 => 1521 (R),L
20,126TH RHODE ISLAND OPEN,U1500,2,B,30700239,ZIHAN ZHANG,1480 => 1534 (R),L
21,126TH RHODE ISLAND OPEN,U1500,3,W,12455186,K ERIC CROOK,1428 => 1422 (R),L
22,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,2,B,30650149,GRAYSON XIANG,1428 => 1441 (R),W
23,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,3,W,16732165,ANISH SARAVANAN,1406 => 1401 (R),D
24,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,4,B,17080215,TODD JAARSMA,1416 => 1444 (R),L
25,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,5,B,30306939,ARI HOFFMAN,1410 => 1396 (R),D
26,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,4,W,17167406,ZOHRAN VALLIANI,1463 => 1491 (R),L
27,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,5,B,13598228,ROBERT THORSTAD,1407 => 1398 (R),L
28,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,7,W,16732165,ANISH SARAVANAN,1448 => 1406 (R),W
29,HARRY NELSON PILLSBURY MEMORIAL,U1800,1,B,30697005,ARYAN SIDDHARTH SHROFF,1488 => 1648 (R),L
30,HARRY NELSON PILLSBURY MEMORIAL,U1800,4,B,16426738,DANIEL CHUKWUDI AMBY-OKOLO,1449 => 1471 (R),L
31,2ND SPIEGEL CUP QUALIFIER,GRADES K-5,4,W,30305579,EMMA LINYUE ZHANG,1424 => 1526 (R),L
32,2023 CONNECTICUT STATE CHAMPIONSHIP,U1700,3,W,30561274,TYLER BARRY,1499 => 1509 (R),L
33,2023 NH AMATEUR CHAMPIONSHIP,U1800,3,W,30305617,ELLA XINYUE ZHANG,1426 => 1436 (R),L
34,88TH GREATER BOSTON OPEN,U1600,2,W,13151542,ANTHONY LUO,1440 => 1460 (R),W
2,REGGIE BOONE MEMORIAL,OPEN,3,B,15857120,ANSH S NANDURBARKAR,1572 => 1646 (R),D
3,REGGIE BOONE MEMORIAL,OPEN,4,B,12561954,PAUL L LYNCH,1589 => 1583 (R),W
4,49TH ANNUAL EASTERN OPEN!,UNDER 1900 SECTION,1,W,16182670,BU LONG,1580 => 1609 (R),D
5,HARRY NELSON PILLSBURY MEMORIAL,UNDER 2000,3,B,30237854,SOUMILI DEY,1563 => 1531 (R),W
6,2024 CONNECTICUT STATE CHAMPIONSHIP,U2200,1,B,16348128,WYELIN OLUFEMI NEWELL,1552 => 1534 (R),W
7,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,4,B,30427161,CHARLES HUANG,1573 => 1591 (R),D
8,ROCCO PASQUALE MEMORIAL,OPEN,4,W,16957835,RENE A. MINALGA-RHEAULT,1515 => 1512 (R),W
9,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,4,W,13672312,SEYHMUS YUKSEKKAYA,1500 => 1513 (R),W
10,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,6,W,30351272,MELANIE LIANG,1534 => 1572 (R),D
11,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,7,B,30230230,NICHOLAS M RYE,1564 => 1666 (R),L
12,ROBERT FORTIER MEMORIAL,U1600,2,B,31318879,JAY DAVID GOGUEN,1555 => 1549 (R),W
13,92ND MASSACHUSETTS OPEN,UNDER 1800,1,B,15431256,MITCHELL KARY,1560 => 1507 (R),W
14,92ND MASSACHUSETTS OPEN,UNDER 1800,2,W,30168995,PRAHARSH VARADA,1593 => 1606 (R),W
15,92ND MASSACHUSETTS OPEN,UNDER 1800,3,W,30022564,ELI STERN,1566 => 1720 (R),L
16,92ND MASSACHUSETTS OPEN,UNDER 1800,4,B,16600924,GORDON REDWINE,1579 => 1609 (R),L
17,92ND MASSACHUSETTS OPEN,UNDER 1800,5,W,12411472,THOMAS L SIFTER,1500 => 1500 (R),W
18,92ND MASSACHUSETTS OPEN,UNDER 1800,6,B,16731952,EVAN CHANG,1517 => 1529 (R),L
19,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1600,1,W,12799878,KEVIN ZIMMERMAN,1500 => 1500 (R),W
20,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,1,B,16869825,KEVINDU KINAL PERERA,1528 => 1535 (R),L
21,GAIL S. LINGNER MEMORIAL,OPEN,4,B,16938972,LEO JAMES MARZORATTI,1565 => 1592 (R),D
22,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),4,B,30305579,EMMA LINYUE ZHANG,1562 => 1530 (R),D
23,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),5,W,16904675,PAMIL JAIN,1527 => 1506 (R),L
24,3RD SPIEGEL CUP QUALIFIER,GRADES K-5,2,W,30145457,RUTHWIK S VARANASI,1543 => 1458 (R),W
25,3RD SPIEGEL CUP QUALIFIER,GRADES K-5,3,B,16869825,KEVINDU KINAL PERERA,1531 => 1543 (R),L
26,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,1,W,30905431,TREVOR KHANNA,1514 => 1448 (R),L
27,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,1,B,12766978,JAMES STACK,1564 => 1500 (R),W
28,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,2,W,31488427,BRADY WILLIAMS,1506 => 1555 (R),L
29,48TH ANNUAL EASTERN OPEN!,UNDER 1600 SECTION,3,B,14712243,JOSEPH AARON SLEEPER,1501 => 1477 (R),W
30,HARRY NELSON PILLSBURY MEMORIAL,U1800,3,W,12799878,KEVIN ZIMMERMAN,1500 => 1500 (R),W
31,88TH GREATER BOSTON OPEN,U1600,3,B,12715066,JAMES J COLLINS,1508 => 1486 (R),D
32,88TH GREATER BOSTON OPEN,U1600,4,W,30748010,LARRY SPENCER,1550 => 1523 (R),W
33,1ST SPIEGEL CUP QUALIFER,GRADES K-5,1,B,16869825,KEVINDU KINAL PERERA,1517 => 1490 (R),D
34,1ST SPIEGEL CUP QUALIFER,GRADES K-5,2,W,30675974,EVAN BANERJEE,1537 => 1501 (R),D
35,1ST SPIEGEL CUP QUALIFER,GRADES K-5,3,W,30258050,FELIX WU,1566 => 1564 (R),L
2,BLACK DIAMOND PREMIER,U2000,1,B,30700239,ZIHAN ZHANG,1650 => 1664 (R),L
3,BLACK DIAMOND PREMIER,U2000,3,W,30495164,GUSTAV WERNEVI,1645 => 1655 (R),D
4,13TH ANNUAL BOSTON CHESS CONGRESS,UNDER 2100 SECTION,2,B,30058347,AILEEN LOU,1653 => 1649 (R),W
5,49TH ANNUAL EASTERN OPEN!,UNDER 1900 SECTION,2,B,12496698,VERNON MCNEIL,1635 => 1615 (R),W
6,49TH ANNUAL EASTERN OPEN!,UNDER 1900 SECTION,8,B,30745646,CLAIRE HANSHI ZHANG,1690 => 1684 (R),L
7,5TH_BOSTON_ELITE_THANKSGIVING_FIDE_,U2000,1,W,30349631,DEVANSH VELLANKI,1649 => 1749 (R),D
8,1ST TANA OSCA STONEHILL OPEN,OPEN CHAMPIONSHIP,4,B,30495164,GUSTAV WERNEVI,1670 => 1640 (R),W
9,ERNEST FANDREYER MEMORIAL,PREMIER,2,B,30382223,GEORGE JORDY,1648 => 1616 (R),W
10,ERNEST FANDREYER MEMORIAL,PREMIER,4,B,12320880,MATTHEW W PHELPS,1675 => 1654 (R),W
11,ROCCO PASQUALE MEMORIAL,OPEN,5,B,16636306,MICHAEL SCOTT DAVID,1651 => 1602 (R),W
12,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,1,B,13437521,CRISTIAN ESTRADA,1620 => 1615 (R),W
13,54TH ANNUAL CONTINENTAL OPEN,UNDER 1700,2,W,30241040,BEN A CHAI,1604 => 1654 (R),L
14,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,5,B,30379415,OWEN CHANCE ANATRA,1665 => 1644 (R),D
15,73RD NEW HAMPSHIRE OPEN,UNDER 1800,3,W,14612732,DALE PAUL BARKEY,1645 => 1644 (R),W
16,32ND ANNUAL EASTERN CLASS,CLASS B,1,B,12685665,NICHOLAS PARENTEAU,1626 => 1632 (R),L
17,32ND ANNUAL EASTERN CLASS,CLASS B,2,W,30305579,EMMA LINYUE ZHANG,1639 => 1605 (R),W
18,32ND ANNUAL EASTERN CLASS,CLASS B,3,W,12471987,GEORGE WILFRED DUVAL,1641 => 1675 (R),L
19,32ND ANNUAL EASTERN CLASS,CLASS B,5,W,17026676,TIANJUN CHEN,1608 => 1576 (R),W
20,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),1,W,16658265,CHRISTOPHER ELLIOTT KORKA,1624 => 1586 (R),L
21,2023 CONNECTICUT STATE CHAMPIONSHIP,U1700,2,W,30379415,OWEN CHANCE ANATRA,1629 => 1641 (R),D
2,BLACK DIAMOND PREMIER,U2000,2,W,30349631,DEVANSH VELLANKI,1728 => 1721 (R),L
3,13TH ANNUAL BOSTON CHESS CONGRESS,UNDER 2100 SECTION,4,W,31453265,LANDON MEADORS,1703 => 1675 (R),W
4,EVERT SIISKONEN MEMORIAL,PREMIER,4,W,30668225,TOBIAS WHITMAN BARRY,1745 => 1743 (R),W
5,5TH_BOSTON_ELITE_THANKSGIVING_FIDE_,U2000,2,B,30305617,ELLA XINYUE ZHANG,1740 => 1724 (R),W
6,5TH_BOSTON_ELITE_THANKSGIVING_FIDE_,U2000,4,B,30427161,CHARLES HUANG,1774 => 1777 (R),D
7,5TH_BOSTON_ELITE_THANKSGIVING_FIDE_,U2000,6,B,16715527,MAXIM KLEMPF,1731 => 1770 (R),L
8,1ST TANA OSCA STONEHILL OPEN,OPEN CHAMPIONSHIP,2,B,30305617,ELLA XINYUE ZHANG,1746 => 1728 (R),L
9,1ST TANA OSCA STONEHILL OPEN,OPEN CHAMPIONSHIP,3,W,30427161,CHARLES HUANG,1786 => 1774 (R),D
10,WACHUSETT CLUB CHAMPIONSHIP,OPEN,3,W,12864731,PAUL J GIOVINO,1753 => 1733 (R),W
11,89TH GREATER BOSTON OPEN,U2000,1,B,30668225,TOBIAS WHITMAN BARRY,1785 => 1741 (R),D
12,89TH GREATER BOSTON OPEN,U2000,2,B,12864842,MR. CALVIN HORI,1743 => 1740 (R),L
13,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,2,W,12752282,JAMES ASARO,1776 => 1761 (R),D
14,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,3,B,30127892,LEAH YANG,1734 => 1756 (R),L
