,Event,Section,round,color,Oponent USCF,Oponent name,Rating,Result
4,FRIDAY QUAD DUALS BY NORTH GATE CHE,QUAD 2,3,B,30832248,JUDE FEE,1467 => 1531 (R),W
5,SUMMIT SCHOOL OF CHESS #3,OPEN,5,,30595735,JASON NIGATU,1419 => 1418 (R),W
6,DCC FALL CLASSIC 2023,U1600,4,W,12606904,MARK LAUER,1450 => 1576 (R),D
7,HCC JULY ACTION QUADS,QUAD 3,3,W,15108770,SARVIN BHAGWAGAR,1475 => 1450 (R),W
8,2022 WINTER SPRINGS OPEN,U1400,4,B,30832125,DAVID BRYANT,1402 => 1278 (R),W
2,AUGUST SWISS 90,OPEN,3,,31313669,JAIME KURZWEG,1502 => 1507 (R),D
3,AUGUST SWISS 90,OPEN,4,,31095147,CONNOR E TRAN,1501 => 1524 (R),W
4,SAC'N SWISS NOV 11,OPEN,2,W,30456709,ROHAN JACOB DAVID,1575 => 1527 (R),W
5,SUMMIT SCHOOL OF CHESS #3,OPEN,4,,30456709,ROHAN JACOB DAVID,1530 => 1575 (R),L
6,HCC JULY ACTION QUADS,QUAD 3,1,B,30256936,TRUMAN KACZMARCZYK,1565 => 1561 (R),L
7,IHOP CHESS MAY 2022,OPEN,1,,30356574,KOEN PAZDAN BEAVER,1579 => 1575 (R),L
2,2024 COLORADO CLASS CHAMPIONSHIPS,CLASS B (1600 - 1799),3,B,15620507,SANDEEP MATHEW,1667 => 1673 (R),D
3,2024 COLORADO CLASS CHAMPIONSHIPS,CLASS B (1600 - 1799),4,B,17262461,HENRY WALLACE KOVACS,1671 => 1717 (R),D
4,FRIDAY QUAD DUALS BY NORTH GATE CHE,QUAD 2,1,B,16349446,TANYA GURPUR MADKE PRABHU,1603 => 1582 (R),L
5,FRIDAY QUAD DUALS BY NORTH GATE CHE,QUAD 2,2,W,12515063,BILL WEIHMILLER,1645 => 1617 (R),W
6,SAC'N SWISS NOV 11,OPEN,3,B,30631152,LOGAN JAMES BARNES,1623 => 1647 (R),L
7,SAC'N SWISS NOV 11,OPEN,4,B,15620507,SANDEEP MATHEW,1689 => 1652 (R),W
8,SUMMIT SCHOOL OF CHESS #3,OPEN,3,,17262461,HENRY WALLACE KOVACS,1646 => 1622 (R),D
2,2024 COLORADO CLASS CHAMPIONSHIPS,CLASS B (1600 - 1799),2,W,13680710,RODERICK BEECHER GORBY,1707 => 1672 (R),W
3,2023 COLORADO STATE SENIOR CHAMPION,UNDER AGE 50,1,B,12889369,DANIEL MARMER,1754 => 1696 (R),W
4,2023 COLORADO STATE SENIOR CHAMPION,UNDER AGE 50,3,W,30356574,KOEN PAZDAN BEAVER,1772 => 1727 (R),W
2,PIKES PEAK OPEN,OPEN,4,W,12889369,DANIEL MARMER,1825 => 1813 (R),D
3,PIKES PEAK OPEN,OPEN,5,B,12718954,TIMOTHY E BRENNAN,1804 => 1809 (R),L
4,JULY SWISS 90,OPEN,2,,11366481,MARK MCGOUGH,1809 => 1788 (R),W
5,2023 COLORADO STATE SENIOR CHAMPION,UNDER AGE 50,4,B,14762885,WILLIAM L WOLF,1855 => 1858 (R),L
6,HCC JULY JAMBOREE SCHOLASTIC,QUAD1/SECTION 1,3,W,30289084,ASHER LUSZCZ,1877 => 1777 (R),L
2,PIKES PEAK OPEN,OPEN,2,W,12459346,KEITH JAY OXMAN,1900 => 1916 (R),L
3,JULY SWISS 90,OPEN,5,,14515232,MR. BRANDON MICHAEL STOYANOVICH,1981 => 1973 (R),W
4,2023 COLORADO STATE SENIOR CHAMPION,UNDER AGE 50,2,W,13028820,KENZIE L MOORE,1941 => 1959 (R),L
2,SAC'N SWISS NOV 11,OPEN,1,B,14290675,SUHAAS NARAYANAN,2062 => 2072 (R),L
