,Event,Section,round,color,Oponent USCF,Oponent name,Rating,Result
13,MASSACHUSETTS G-60 CHAMPIONSHIP,UNDER 1200,1,B,30144112,IRIS YIN,977 => 981 (R),W
14,MASSACHUSETTS G-60 CHAMPIONSHIP,UNDER 1200,2,W,30319128,YANYEE LI,980 => 1046 (R),W
15,WINTER TEAM CHALLENGE,GRADES K-6,3,W,30220083,AARNAV VASHISHT,933 => 977 (R),L
16,MASSACHUSETTS GIRLS QUALIFIER,PREMIER,3,B,30319128,YANYEE LI,913 => 878 (R),W
17,FMCA SCHOLASTICS #15,UNDER 1000,2,W,30187678,DHRUV CHARAN RAJAN,988 => 1001 (R),D
18,FMCA SCHOLASTICS #15,UNDER 1000,3,B,17281345,VIVAN JAISWAL,936 => 922 (R),W
2,2024 NORTH AMERICAN YOUTH,U10-GIRLS,4,B,30883878,EVELYNN RENATA DUARTE CRAMER,1089 => 1184 (R),W
3,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,2,W,31011711,AARON WANG,1011 => 1096 (R),D
4,AUGUST ATTACK,OPEN,1,B,31346464,AIDEN SHANG,1017 => 1144 (R),W
5,BARRY S. SPIEGEL CUP,PRIMARY,3,B,30996969,TAMER SUVANBEKOV,1051 => 1018 (R),W
6,BCF SPRING FESTIVAL,U1800,2,W,31011751,MARK NERI,1092 => 1110 (R),W
7,MARCH G-80,U1800,1,B,14620637,HALEY COPE,1038 => 1014 (R),W
8,SUMMER SOLSTICE,U1800,3,W,31185841,ROHAN LICHT,1099 => 1276 (R),L
9,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,2,B,30355548,ARMANDO TOLEDANO LAREDO,1081 => 1043 (R),W
10,HURVITZ CUP,K-3,2,W,30347417,MR. TOMMY KOZLEK IV,1088 => 1085 (R),W
11,HURVITZ CUP,K-3,3,B,30311781,YANYAN LI,1008 => 1011 (R),W
12,WESTFORD 30,OPEN,1,W,15591405,EMILY GAWBOY,1003 => 971 (R),W
13,HARRY NELSON PILLSBURY MEMORIAL,U1750,2,W,30178900,JERRY DUAN,1087 => 1224 (R),W
14,81ST NEW ENGLAND OPEN,UNDER 1500,4,B,16732714,SRIMAN DEVINENI,1051 => 1092 (R),D
15,52ND ANNUAL CONTINENTAL OPEN,UNDER 1400,5,B,15839447,MATTHEW ROBERT DIBELLO,1085 => 1083 (R),D
16,BILLERICA JULY SWISS 2022,OPEN,1,B,16931648,DR. KEVIN JOSEPH TIBBETTS,1038 => 980 (R),W
17,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,1,B,30185788,SAMANYU ALLURI,1013 => 1020 (R),L
18,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,4,W,30305579,EMMA LINYUE ZHANG,1095 => 1057 (R),D
19,WESTFORD 21,OPEN,4,B,15924291,JON STEPHAN,1089 => 1068 (R),W
20,WINTER TEAM CHALLENGE,GRADES K-6,2,B,17299381,VIVIAN CHEN,1076 => 1118 (R),L
21,MASSACHUSETTS GIRLS QUALIFIER,PREMIER,2,W,16191144,AANYA YADAWAD,1042 => 1053 (R),L
22,WESTFORD 18,OPEN,1,W,15955858,KAVIN SUNDARAM,1082 => 1119 (R),W
23,WESTFORD 18,OPEN,8,B,16842787,KRISHNA NARAYANAN,1071 => 1062 (R),L
24,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1250 SECTION,2,B,16991538,SRIRAM VENKATAPATHY,1026 => 995 (R),W
25,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1250 SECTION,4,B,30241040,BEN A CHAI,1020 => 1033 (R),L
2,MASSACHUSETTS K-12 GIRLS QUALIFIER,OPEN,2,B,17146415,MOKSHA VARMA HASTI,1191 => 1402 (R),D
3,JANUARY TUESDAY SWISS,SIDE GAMES,1,W,17349584,JON CUSICK,1100 => 1129 (R),D
4,HERB HEALY,RATED,3,B,31393958,YASH GODKAR,1187 => 1273 (R),W
5,MARTIN LAINE MEMORIAL,U1600,2,B,15591405,EMILY GAWBOY,1181 => 1293 (R),W
6,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),4,W,30485249,ORHAN NIYAZI KURT,1180 => 1204 (R),W
7,1ST SPIEGEL CUP QUALIFER,GRADES K-3,2,W,30349631,DEVANSH VELLANKI,1139 => 1124 (R),D
8,1ST SPIEGEL CUP QUALIFER,GRADES K-3,3,B,30238371,ZONGRUI ALVIN ZHOU,1152 => 1152 (R),W
9,SUMMER SOLSTICE,U1800,2,B,30902971,KEVIN WADMAN,1110 => 1024 (R),W
10,MASSACHUSETTS GIRLS QUALIFIER,PREMIER,2,W,16151483,AMY NGUYEN,1114 => 1125 (R),W
11,WINTER TEAM CHALLENGE,U1800,3,W,30429367,SIMON PAYNE,1146 => 1223 (R),L
12,81ST NEW ENGLAND OPEN,UNDER 1500,6,W,16771070,KAYLA ZHANG,1127 => 1160 (R),D
13,52ND ANNUAL CONTINENTAL OPEN,UNDER 1400,1,B,30188662,ALAN SU,1192 => 1208 (R),L
14,52ND ANNUAL CONTINENTAL OPEN,UNDER 1400,2,W,16988211,HARRY LI,1188 => 1200 (R),W
15,52ND ANNUAL CONTINENTAL OPEN,UNDER 1400,4,W,14714172,MARK HENDERSON,1166 => 1219 (R),D
16,ROBERT A FORTIER MEMORIAL,OPEN,5,B,12650524,JAMES ESSARY,1119 => 1071 (R),W
17,WAYNE L STEADMAN MEMORIAL,U1600,3,B,15591405,EMILY GAWBOY,1117 => 1094 (R),L
18,WESTFORD 22,OPEN,1,W,15210212,AYUSH KUMAR,1105 => 1375 (R),L
19,WINTER TEAM CHALLENGE,GRADES K-6,1,W,16634247,CHRISTINE NGUYEN,1165 => 1176 (R),W
20,MASSACHUSETTS GIRLS QUALIFIER,PREMIER,4,W,16771070,KAYLA ZHANG,1130 => 1076 (R),D
21,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1250 SECTION,3,W,30383048,MR. JACKSON NOAH MOSS,1132 => 1189 (R),L
22,2ND SPIEGEL CUP QUALIFIER,GRADES K-3,1,W,16523406,DAVID FIGELMAN,1157 => 1119 (R),W
23,2ND SPIEGEL CUP QUALIFIER,GRADES K-3,4,W,30158113,FRANK ZHONGTIAN CAO,1126 => 1093 (R),L
2,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,3,B,30485249,ORHAN NIYAZI KURT,1226 => 1247 (R),W
3,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,5,W,31269264,MATVEY IVANOV,1231 => 1313 (R),W
4,BCF BIG MONEY SWISS,U1900,2,B,31883317,PETER PHILIP MARSTON,1288 => 1322 (R),W
5,1ST CONCORD OPEN,UNDER 1925,1,W,16878614,JEREMY FAN,1282 => 1317 (R),W
6,32ND ANNUAL EASTERN CLASS,CLASS B,2,W,31377742,MANUEL IGNACIO GOMES BARRANCO,1216 => 1318 (R),L
7,BARRY S. SPIEGEL CUP,PRIMARY,1,B,30733511,BROOKS JIANG,1280 => 1390 (R),D
8,BARRY S. SPIEGEL CUP,PRIMARY,4,W,30311781,YANYAN LI,1240 => 1223 (R),W
9,MAY $15 OPEN,UNDER,2,B,12565373,MICHAEL BERNIER,1200 => 1259 (R),W
10,MAY $15 OPEN,UNDER,3,W,30739679,ZACHARY MARK TOWER,1293 => 1300 (R),W
11,BCC MAY QUADS,QUAD 2,1,W,12939327,DAVID M ELKIN,1256 => 1259 (R),D
12,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),1,B,30151528,SERGEI ZANOZIN,1283 => 1260 (R),W
13,MARCH G-80,U1800,3,W,31285643,ARI MATTHEW USHOMIRSKY,1272 => 1304 (R),W
14,10TH QUEEN CITY TORNADO,UNDER 1800,1,B,17088714,ETHAN W ZHANG,1247 => 1262 (R),L
15,$15 OPEN,U1800,3,B,12939327,DAVID M ELKIN,1200 => 1200 (R),W
16,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,2,W,15154434,MR. THOMAS DEDONA,1200 => 1200 (R),D
17,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,3,B,30575997,EMMA YANG,1297 => 1214 (R),W
18,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,5,B,30178363,DEEKSHA SHANKARANAND,1238 => 1366 (R),L
19,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,6,W,30988843,JIAMING ZHAO,1217 => 1334 (R),L
20,$15 OPEN OCT,U1800,2,W,12939327,DAVID M ELKIN,1200 => 1299 (R),W
21,88TH GREATER BOSTON OPEN,U1800,1,B,30178900,JERRY DUAN,1262 => 1249 (R),W
22,FALL EQUINOX SWISS,U1800,3,B,17088714,ETHAN W ZHANG,1222 => 1262 (R),L
23,$15 OPEN AUG,U1800,2,W,30631406,ADAM HAMEL,1251 => 1252 (R),D
24,$15 OPEN AUG,U1800,3,B,12939327,DAVID M ELKIN,1200 => 1200 (R),W
25,$15 OPEN AUG,U1800,4,W,17182781,JIANDA LIU,1238 => 1300 (R),L
26,$15 OPEN JULY,OPEN,2,W,31185841,ROHAN LICHT,1276 => 1326 (R),L
27,SUMMER SOLSTICE,U1800,1,W,14407338,PAUL APOSTOLICAS,1243 => 1236 (R),L
28,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,1,W,30048697,CHRIS CUI,1248 => 1272 (R),L
29,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,4,B,30071216,CONNOR XIANG LIU,1297 => 1260 (R),D
30,31ST MASSACHUSETTS G/60 CHAMPIONSHIP,U1800,1,B,30429367,SIMON PAYNE,1271 => 1502 (R),D
31,WINTER TEAM CHALLENGE,U1800,4,B,30623886,DANIEL BROVMAN,1281 => 1384 (R),L
32,WESTFORD 30,OPEN,2,B,30203186,MATTHEW KENNEDY MOORE,1280 => 1236 (R),W
33,WESTFORD 30,OPEN,4,B,30305579,EMMA LINYUE ZHANG,1270 => 1321 (R),D
34,81ST NEW ENGLAND OPEN,UNDER 1500,2,B,16988211,HARRY LI,1281 => 1445 (R),D
35,52ND ANNUAL CONTINENTAL OPEN,UNDER 1400,6,B,30319128,YANYEE LI,1218 => 1230 (R),L
36,52ND ANNUAL CONTINENTAL OPEN,UNDER 1400,7,W,17079108,STANLEY YU,1219 => 1160 (R),D
37,BARRY S. SPIEGEL CUP,PRIMARY SCHOOL,3,B,16634247,CHRISTINE NGUYEN,1254 => 1233 (R),L
38,30TH ANNUAL EASTERN CLASS!,CLASS D,1,W,16856326,JASWANT REDDY AMBATI,1216 => 1298 (R),L
39,30TH ANNUAL EASTERN CLASS!,CLASS D,3,W,30303125,KEVIN S KAMANITZ,1293 => 1242 (R),W
40,30TH ANNUAL EASTERN CLASS!,CLASS D,4,B,30158113,FRANK ZHONGTIAN CAO,1294 => 1311 (R),W
41,30TH ANNUAL EASTERN CLASS!,CLASS D,5,B,14896892,RICK SCHNITZLER,1251 => 1455 (R),L
42,WESTFORD19,OPEN,4,B,30203186,MATTHEW KENNEDY MOORE,1255 => 1224 (R),W
43,WESTFORD 18,OPEN,10,B,30158113,FRANK ZHONGTIAN CAO,1275 => 1279 (R),L
44,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1250 SECTION,5,W,12823492,EDGAR GARZON,1227 => 1183 (R),D
45,DECEMBER LEXINGTON RECREATION CHESS,U 1400,1,B,30264362,SHAWN XU,1216 => 1289 (R),L
2,MASSACHUSETTS K-12 GIRLS QUALIFIER,OPEN,1,B,16486827,KAIYA BRIDGIT NG SMITS,1341 => 1371 (R),L
3,2024 NORTH AMERICAN YOUTH,U10-GIRLS,3,W,32095469,SOFIA VIGURS,1333 => 1341 (R),W
4,HARRY NELSON PILLSBURY MEMORIAL,UNDER 2000,3,B,16486827,KAIYA BRIDGIT NG SMITS,1393 => 1404 (R),D
5,DECEMBER QUADS,QUAD 3,2,B,31346464,AIDEN SHANG,1301 => 1347 (R),D
6,1ST TANA OSCA STONEHILL OPEN,OPEN CHAMPIONSHIP,1,B,31088699,DAKSH NAYAK,1374 => 1409 (R),L
7,2ND SPIEGEL CUP QUALIFIER,GRADES K-5,1,W,30485249,ORHAN NIYAZI KURT,1339 => 1425 (R),W
8,1ST SPIEGEL CUP QUALIFIER,GRADES K-5,1,B,30650036,YIZE EDWARD ZHAO,1361 => 1299 (R),D
9,NEW ENGLAND CLASS CHAMPIONSHIP,CLASS B,2,B,13171215,JORDAN ASHTON,1386 => 1374 (R),W
10,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1800,1,B,16878614,JEREMY FAN,1317 => 1285 (R),W
11,BCF SPRING FESTIVAL,U1800,1,B,13265487,SAMANTHA CHENG,1364 => 1339 (R),D
12,BCF SPRING FESTIVAL,U1800,3,W,14743597,MARCOS GONZALEZ JR.,1365 => 1391 (R),W
13,16TH ANNUAL OPEN AT FOXWOODS,UNDER 1800,1,B,30745646,CLAIRE HANSHI ZHANG,1352 => 1366 (R),D
14,HURVITZ CUP,GRADES K-5,2,W,30304394,KENISRO PRINCETON VIYANI,1396 => 1390 (R),W
15,$15 OPEN,U1800,1,W,30648320,BENJAMIN DING,1395 => 1423 (R),L
16,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,1,W,16878614,JEREMY FAN,1396 => 1366 (R),W
17,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 1700 SECTION,2,B,13819305,ZACHARY SYLVANE,1378 => 1388 (R),W
18,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,1,B,30206533,LAURION BURCHALL,1318 => 1389 (R),L
19,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,4,W,16758970,PENG LI,1332 => 1340 (R),W
20,33RD ANNUAL NORTH AMERICAN OPEN,UNDER 1500,7,B,15199458,JAY SERICE,1319 => 1326 (R),L
21,DECEMBER QUADS,SMALL SWISS,3,B,16739875,LUCOS MA,1349 => 1419 (R),L
22,2023 NH AMATEUR CHAMPIONSHIP,U1800,1,W,30982578,JOSEPH MICHAEL GRASSI,1302 => 1376 (R),W
23,2023 NH AMATEUR CHAMPIONSHIP,U1800,3,B,30581110,DUY TUONG NGUYEN,1374 => 1324 (R),W
24,$15 OPEN OCT,U1800,3,W,31309737,DANIEL N RAMAKRISHNA,1331 => 1417 (R),D
25,FALL EQUINOX SWISS,U1800,4,W,30631406,ADAM HAMEL,1389 => 1411 (R),L
26,END OF SUMMER SWISS,U1800,3,W,17182781,JIANDA LIU,1300 => 1382 (R),L
27,$15 OPEN JULY,OPEN,3,B,16441830,CHRISTOPHER ESTIVERNE,1325 => 1301 (R),L
28,JULY QUADS,QUAD 3,1,B,16743893,ELLIOT HARRIS,1375 => 1438 (R),L
29,TORNADO #139,U1800,1,W,30711000,RICHARD ZHAO,1362 => 1339 (R),W
30,TORNADO #139,U1800,3,B,30305579,EMMA LINYUE ZHANG,1331 => 1304 (R),W
31,TORNADO #139,U1800,4,W,15974712,OLIVER ERIC ROMANOVSKY,1380 => 1487 (R),L
32,91ST MASSACHUSETTS OPEN,UNDER 1800,3,W,16915241,MYLES BREGUET,1397 => 1367 (R),D
33,31ST MASSACHUSETTS G/60 CHAMPIONSHIP,U1800,2,W,30258050,FELIX WU,1330 => 1361 (R),W
34,31ST MASSACHUSETTS G/60 CHAMPIONSHIP,U1800,4,B,30026942,DYLAN ROBERT ARNDT,1303 => 1433 (R),D
35,MASSACHUSETTS GIRLS QUALIFIER,PREMIER,4,W,16634247,CHRISTINE NGUYEN,1314 => 1426 (R),L
36,HARRY NELSON PILLSBURY MEMORIAL,U1750,1,B,17088714,ETHAN W ZHANG,1319 => 1302 (R),D
37,87TH GREATER BOSTON OPEN,U1500,1,W,30722035,KAYL HUMKE,1362 => 1381 (R),L
38,81ST NEW ENGLAND OPEN,UNDER 1500,5,B,16916580,YICONG LI,1392 => 1400 (R),L
39,30TH ANNUAL EASTERN CLASS!,CLASS D,2,B,12460814,CLYDE FRANKLIN SNOW,1300 => 1300 (R),W
40,WESTFORD 20,OPEN,2,B,15769298,KEVIN CHANDLER PERERA,1318 => 1306 (R),W
2,HERB HEALY,RATED,2,W,31088699,DAKSH NAYAK,1409 => 1408 (R),L
3,HARRY NELSON PILLSBURY MEMORIAL,UNDER 2000,1,W,12487660,EUGENE Y CHAN,1407 => 1395 (R),W
4,2ND SPIEGEL CUP QUALIFIER,GRADES K-5,2,B,31554532,ANGRAN CAI,1419 => 1398 (R),W
5,83RD NEW ENGLAND OPEN,UNDER 2000,4,B,30512104,LEAH TAYLOR BROWN,1406 => 1411 (R),D
6,QUADS,QUAD 5-3,1,W,16743893,ELLIOT HARRIS,1458 => 1571 (R),L
7,QUADS,QUAD 5-3,2,B,14932702,CHANDRAKANT PRASAD CHAUDHARY,1429 => 1517 (R),D
8,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,1,W,30846586,YIPEI WAN,1463 => 1456 (R),W
9,29TH ANNUAL BRADLEY OPEN!,UNDER 1800 SECTION,4,B,31379137,DAVID MICHAEL FUSCO,1415 => 1472 (R),W
10,BCF BIG MONEY SWISS,U1900,1,W,16758085,NAN JI,1437 => 1438 (R),W
11,1ST CONCORD OPEN,UNDER 1925,4,B,31881370,NATHANIEL JAMES LOGAN,1442 => 1407 (R),W
12,BCF BIG MONEY SWISS,U1900,2,B,16151483,AMY NGUYEN,1495 => 1493 (R),W
13,BARRY S. SPIEGEL CUP,PRIMARY,2,W,30349631,DEVANSH VELLANKI,1488 => 1492 (R),L
14,MARTIN LAINE MEMORIAL,U1600,4,W,12517182,ROBERT L ANDERSON,1417 => 1400 (R),W
15,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1800,3,B,16715506,IGOR KLEMPF,1488 => 1496 (R),W
16,32ND MASSACHUSETTS G-60 CHAMPIONSHI,U1800,4,W,30178900,JERRY DUAN,1433 => 1499 (R),W
17,BCF SPRING FESTIVAL,U1800,4,B,30674358,REM YANG,1420 => 1620 (R),L
18,BCF SPRING FESTIVAL,U1800,5,W,16151483,AMY NGUYEN,1446 => 1502 (R),L
19,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),3,B,30477200,BOWEN YU,1431 => 1440 (R),D
20,1ST PENGUIN FESTIVAL,MEGALLANIC (UNDER 1925),5,B,16965265,SAM MACLEOD,1464 => 1521 (R),L
21,16TH ANNUAL OPEN AT FOXWOODS,UNDER 1800,2,W,16820766,DEVIN V WANG,1483 => 1547 (R),D
22,16TH ANNUAL OPEN AT FOXWOODS,UNDER 1800,4,B,16433076,GREGORY ROMANOVSKY,1465 => 1472 (R),W
23,SPRING EQUINOX SWISS,OPEN,1,B,30631406,ADAM HAMEL,1422 => 1550 (R),L
24,SPRING EQUINOX SWISS,OPEN,2,W,30739679,ZACHARY MARK TOWER,1414 => 1421 (R),W
25,SPRING EQUINOX SWISS,OPEN,3,B,12912297,JUSTIN RALPH BALDOVINO GUERRA,1485 => 1495 (R),D
26,10TH QUEEN CITY TORNADO,UNDER 1800,2,W,30464151,RYAN CASPERSON,1409 => 1386 (R),W
27,NASHUA GRAND PRIX TORNADO,UNDER 2025,2,W,17026676,TIANJUN CHEN,1484 => 1539 (R),L
28,NASHUA GRAND PRIX TORNADO,UNDER 2025,3,B,30304394,KENISRO PRINCETON VIYANI,1439 => 1393 (R),W
29,NASHUA GRAND PRIX TORNADO,UNDER 2025,4,W,30711000,RICHARD ZHAO,1417 => 1404 (R),W
30,$15 OPEN,U1800,4,W,31330166,DYLAN BARRIERO,1477 => 1517 (R),L
31,$15 OPEN OCT,U1800,1,B,30644252,CARTER JAY ZSITTNIK,1431 => 1406 (R),D
32,88TH GREATER BOSTON OPEN,U1800,3,B,16869825,KEVINDU KINAL PERERA,1490 => 1487 (R),W
33,88TH GREATER BOSTON OPEN,U1800,4,W,30971728,FRANK WANG,1405 => 1478 (R),L
34,OCTOBER QUADS,QUAD 3,3,W,30855444,JIM JIN,1468 => 1478 (R),D
35,FALL EQUINOX SWISS,U1800,1,B,31344984,ARIA MANSOURI TEHRANI,1412 => 1355 (R),W
36,82ND NEW ENGLAND OPEN,UNDER 1800,4,W,16957835,RENE A. MINALGA-RHEAULT,1403 => 1397 (R),W
37,82ND NEW ENGLAND OPEN,UNDER 1800,6,B,16732714,SRIMAN DEVINENI,1401 => 1444 (R),W
38,END OF SUMMER SWISS,U1800,1,W,15974712,OLIVER ERIC ROMANOVSKY,1487 => 1436 (R),W
39,END OF SUMMER SWISS,U1800,2,B,30744094,MICHAEL S FIELDS,1434 => 1450 (R),D
40,31ST MASSACHUSETTS G/60 CHAMPIONSHIP,U1800,3,B,13750284,JASON MARK DAVIS,1457 => 1496 (R),D
41,87TH GREATER BOSTON OPEN,U1500,3,W,30728643,SPENCER TOFTS,1472 => 1125 (R),W
42,87TH GREATER BOSTON OPEN,U1500,4,B,10012091,GWEN MEINS,1474 => 1452 (R),L
43,81ST NEW ENGLAND OPEN,UNDER 1500,1,W,12560434,ARTHUR N LEARNARD,1400 => 1400 (R),W
44,81ST NEW ENGLAND OPEN,UNDER 1500,3,W,16043348,SURESH KUMAR KANNAN,1434 => 1429 (R),D
45,ROBERT A FORTIER MEMORIAL,OPEN,3,W,12824988,BRIAN G. BIGLOW,1400 => 1405 (R),L
46,WAYNE L STEADMAN MEMORIAL,U1600,1,W,16842787,KRISHNA NARAYANAN,1425 => 1463 (R),L
47,WESTFORD19,OPEN,2,W,30315570,PHILIP FERREIRA,1465 => 1240 (R),W
2,CHESS FOR CHARITY CHAMPIONSHIP,OPEN,2,B,14080667,CHRISTOPHER W TIEN,1586 => 1583 (R),W
