,Event,Section,round,color,Oponent USCF,Oponent name,Rating,Result
6,FMCA SCHOLASTICS #11,UNDER 800,2,W,30430898,LUCAS Y LIU,452 => 404 (R),W
7,FMCA SCHOLASTICS #11,UNDER 800,3,W,16901476,TANISH BISWAS,444 => 675 (R),W
2,ROBERT A FORTIER MEMORIAL,OPEN,1,W,30325251,TIMOTHY RYAN,529 => 617 (R),W
3,BILLERICA JUNE SWISS 2022- OPEN,OPEN,2,W,30325251,TIMOTHY RYAN,529 => 529 (R),W
4,GUS GOSSELIN GRADE CHAMPIONSHIP,GRADES K-2,2,W,30311781,YANYAN LI,563 => 591 (R),W
5,HARRY NELSON PILLSBURY MEMORIAL,U1450,1,B,17099364,DMITRY FILIPPOV,586 => 579 (R),W
6,2ND BOSTON ELITE THANKSGIVING OPEN,U1500,4,W,30100497,MATTHEW MCDERMITT,536 => 643 (R),W
7,2ND SPIEGEL CUP QUALIFIER,GRADES K-3,3,W,30178900,JERRY DUAN,516 => 509 (R),W
8,2ND SPIEGEL CUP QUALIFIER,GRADES K-3,4,B,30305617,ELLA XINYUE ZHANG,585 => 778 (R),W
9,80TH NEW ENGLAND OPEN,UNDER 1200,4,B,17026676,TIANJUN CHEN,551 => 629 (R),L
10,80TH NEW ENGLAND OPEN,UNDER 1200,6,B,30165079,ERIC FOCHESATO,522 => 743 (R),L
2,2022 NATIONAL K-12 GRADE CHAMPIONSHIP,3RD GRADE CHAMPIONSHIP,1,W,30519036,DANIEL CHEE,625 => 716 (R),W
3,SEP TUE NIGHT SWISS,EVERYONE,2,B,15104232,NOAH JACOB SOLOMON,623 => 622 (R),W
4,MASSACHUSETTS G-60 CHAMPIONSHIP,UNDER 1400,2,W,17005313,AARUSHI KHATRI,664 => 684 (R),D
5,WESTFORD 18,OPEN,8,B,16732165,ANISH SARAVANAN,619 => 614 (R),W
6,2ND BOSTON ELITE THANKSGIVING OPEN,U1500,5,W,17208208,ANTONG LI,626 => 603 (R),W
7,LEXINGTON RECREATION CHESS TOURNAME,U1400,4,B,30144112,IRIS YIN,681 => 714 (R),D
8,NOVEMBER $15 OPEN,U1800,4,B,30323972,JUSTIN BEERBOHM,607 => 607 (R),W
9,FMCA SCHOLASTICS #14,UNDER 1000,3,W,30144112,IRIS YIN,668 => 680 (R),W
10,1ST SPIEGEL CUP QUALIFIER,GRADES K-3,4,W,30071216,CONNOR XIANG LIU,606 => 767 (R),W
11,89TH MASSACHUSETTS OPEN,K-6 U1400,1,B,30071216,CONNOR XIANG LIU,617 => 606 (R),W
12,89TH MASSACHUSETTS OPEN,K-6 U1400,3,W,16811172,ANNABELLE ZHANG,611 => 699 (R),W
13,89TH MASSACHUSETTS OPEN,K-6 U1400,4,W,30179518,VIVAAN TANNA,643 => 726 (R),W
14,89TH MASSACHUSETTS OPEN,K-3 U1200,1,B,30071216,CONNOR XIANG LIU,603 => 596 (R),W
15,FMCA SCHOLASTICS #11,UNDER 800,1,B,30219453,MR. ERIK SILVEIRA TEBALDI,670 => 618 (R),W
2,LEGENDS OF CHESS TONY MILES,U1800,1,W,30323720,MIHIR SAWANT,753 => 827 (R),W
3,BILLERICA FEBRUARY SWISS 2022- OPEN,OPEN,2,W,30185788,SAMANYU ALLURI,788 => 952 (R),D
4,3RD SPIEGEL CUP QUALIFIER,GRADES K-3,1,W,30151528,SERGEI ZANOZIN,719 => 753 (R),W
5,$15 OPEN FEB 2022,OPEN,2,B,15089008,IAN MOORE,785 => 1026 (R),W
6,GUS GOSSELIN GRADE CHAMPIONSHIP,GRADES K-2,3,B,30185788,SAMANYU ALLURI,769 => 778 (R),W
7,2ND SPIEGEL CUP QUALIFIER,GRADES K-3,2,B,30258050,FELIX WU,755 => 785 (R),L
8,FMCA SCHOLASTICS #14,UNDER 1000,2,W,17088714,ETHAN W ZHANG,748 => 859 (R),L
9,FMCA SCHOLASTICS #14,UNDER 1000,4,B,16673523,SPENCER CARMAN,783 => 796 (R),W
10,BCF FALL SWISS,U1800,2,W,16878614,JEREMY FAN,748 => 742 (R),W
11,89TH MASSACHUSETTS OPEN,K-12 U1500,3,B,30144112,IRIS YIN,721 => 723 (R),L
12,89TH MASSACHUSETTS OPEN,K-3 U1200,4,W,16878614,JEREMY FAN,778 => 778 (R),W
13,FMCA SCHOLASTICS #13,UNDER 1200,1,B,16878614,JEREMY FAN,715 => 778 (R),W
14,FMCA SCHOLASTICS #13,UNDER 1200,4,W,30185788,SAMANYU ALLURI,769 => 813 (R),L
15,80TH NEW ENGLAND OPEN,UNDER 1200,2,B,16486827,KAIYA BRIDGIT NG SMITS,726 => 776 (R),W
16,FMCA SCHOLASTICS #12,UNDER 1200,4,B,16817668,VEDANTH SRIVATSAN,733 => 699 (R),W
2,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,1,W,30725104,DEREK DUAN,842 => 905 (R),W
3,WORLD AMATEUR TEAM 2023,WORLD AMATEUR TEAM 2023,3,W,30387078,KAI HORSEWOOD,899 => 1003 (R),W
4,2022 NATIONAL K-12 GRADE CHAMPIONSHIP,3RD GRADE CHAMPIONSHIP,2,B,30047215,PREM LEE,826 => 841 (R),W
5,$15 OPEN,U1800,1,B,16732165,ANISH SARAVANAN,873 => 892 (R),W
6,BILLERICA APRIL SWISS 2022- OPEN,OPEN,2,B,13932915,ZACH HAMILTON,870 => 896 (R),W
7,3RD SPIEGEL CUP QUALIFIER,GRADES K-3,3,W,30258050,FELIX WU,859 => 903 (R),W
8,WINTER TEAM CHALLENGE,GRADES K-6,2,B,16901476,TANISH BISWAS,819 => 833 (R),W
9,GUS GOSSELIN GRADE CHAMPIONSHIP,GRADES K-2,4,B,30071216,CONNOR XIANG LIU,897 => 908 (R),L
10,LEXINGTON RECREATION CHESS TOURNAME,U1400,1,W,17281345,VIVAN JAISWAL,885 => 936 (R),L
11,LEXINGTON RECREATION CHESS TOURNAME,U1400,2,B,17088714,ETHAN W ZHANG,805 => 851 (R),L
12,LEXINGTON RECREATION CHESS TOURNAME,U1400,3,W,30136569,CONNIE GUO,839 => 768 (R),W
13,FMCA SCHOLASTICS #12,UNDER 1200,3,B,16771070,KAYLA ZHANG,840 => 936 (R),D
2,2022 NATIONAL K-12 GRADE CHAMPIONSHIP,3RD GRADE CHAMPIONSHIP,7,W,17216963,WILLIAM T LUO,967 => 1097 (R),W
3,BILLERICA JULY SWISS 2022,OPEN,2,B,16878614,JEREMY FAN,990 => 1071 (R),D
4,WAYNE L STEADMAN MEMORIAL,U1600,1,W,30083131,XINAN LI,995 => 1144 (R),W
5,HURVITZ CUP,GRADES K-5,1,W,16734328,AUSTIN FISCHL,986 => 992 (R),W
6,BILLERICA MAY SWISS 2022,OPEN,2,W,30350651,ARTHUR ZHOU,926 => 947 (R),D
7,APRIL QUAD,QUAD 7,3,W,16878614,JEREMY FAN,995 => 1032 (R),L
8,3RD SPIEGEL CUP QUALIFIER,GRADES K-3,2,B,30071216,CONNOR XIANG LIU,943 => 902 (R),W
9,WINTER TEAM CHALLENGE,GRADES K-6,1,W,16988211,HARRY LI,982 => 973 (R),W
10,FMCA SCHOLASTICS #18,OVER 1000,2,B,16988211,HARRY LI,951 => 982 (R),L
11,WESTFORD 18,OPEN,10,W,30305617,ELLA XINYUE ZHANG,959 => 947 (R),W
12,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1500 SECTION,1,B,16842787,KRISHNA NARAYANAN,901 => 988 (R),D
13,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1500 SECTION,2,W,16826133,MR. SANTIAGO M ROCHA,972 => 1174 (R),L
14,HARRY NELSON PILLSBURY MEMORIAL,U1450,2,W,12650524,JAMES ESSARY,963 => 959 (R),W
15,HARRY NELSON PILLSBURY MEMORIAL,U1450,3,B,12620876,CHRISTOPHER M HOFFER,982 => 981 (R),W
16,NOVEMBER $15 OPEN,U1800,2,W,16878614,JEREMY FAN,955 => 955 (R),W
17,1ST SPIEGEL CUP QUALIFIER,GRADES K-3,3,B,16634247,CHRISTINE NGUYEN,948 => 1037 (R),L
18,BCC SEPTEMBER QUADS,SMALL SWISS,1,W,16923000,CHRISTIAN Y LI,961 => 872 (R),W
2,2022 NATIONAL K-12 GRADE CHAMPIONSHIP,3RD GRADE CHAMPIONSHIP,3,W,30289175,NOEL SINGHAL,1053 => 1008 (R),W
3,SUMMER G80,SUMMER G80,3,W,16732165,ANISH SARAVANAN,1001 => 998 (R),W
4,BILLERICA JUNE SWISS 2022- OPEN,OPEN,4,B,30350651,ARTHUR ZHOU,1006 => 1074 (R),D
5,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,1,B,16151483,AMY NGUYEN,1078 => 1058 (R),D
6,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,2,W,16955728,PRANAV SUSARLA,1065 => 1036 (R),W
7,BILLERICA FEBRUARY SWISS 2022- OPEN,OPEN,4,B,30261402,SANDEEP ALLURI,1049 => 1012 (R),W
8,MASSACHUSETTS G-60 CHAMPIONSHIP,UNDER 1400,1,B,15089008,IAN MOORE,1057 => 1158 (R),D
9,2022MARCHQUADS,QUAD 9,1,W,15955858,KAVIN SUNDARAM,1068 => 1050 (R),W
10,2022 QUEEN CITY TORNADO,EXTRA GAMES,2,W,30066981,PHILLIP JOSEPH HAYDEN,1075 => 1083 (R),D
11,WINTER TEAM CHALLENGE,GRADES K-6,4,B,16771070,KAYLA ZHANG,1076 => 1149 (R),L
12,FMCA SCHOLASTICS #18,OVER 1000,1,W,30205847,JAMIE STANDISH RAYMOND EVARTS,1026 => 1201 (R),L
13,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1500 SECTION,3,B,13425664,MICHAEL B KEARNEY,1063 => 1169 (R),L
14,HARRY NELSON PILLSBURY MEMORIAL,U1450,4,W,12851798,JOSEPH LEE,1072 => 1156 (R),D
15,FMCA SCHOLASTICS #15,OVER 1000,3,B,16634247,CHRISTINE NGUYEN,1070 => 1060 (R),D
16,FMCA SCHOLASTICS #13,UNDER 1200,2,W,16062580,SOPHIA TATAR,1047 => 1032 (R),L
17,FMCA SCHOLASTICS #12,UNDER 1200,1,W,15955858,KAVIN SUNDARAM,1010 => 1028 (R),L
18,LAURENCE SCHMITT MEMORIAL,U2000,4,B,16792584,SHWAAS PATIL,1015 => 1399 (R),L
2,WORLD TEAM 2024,WORLD AMATEUR TEAM 2024,3,W,16840210,ANASTASIA CATELLI,1114 => 1228 (R),W
3,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,2,B,30846586,YIPEI WAN,1179 => 1300 (R),W
4,WORLD AMATEUR TEAM 2023,WORLD AMATEUR TEAM 2023,5,B,16937330,ELIZABETH SOLDATENKOV,1141 => 1175 (R),W
5,2022 NATIONAL K-12 GRADE CHAMPIONSHIP,3RD GRADE CHAMPIONSHIP,5,W,30222801,JINGYI LU,1112 => 1131 (R),W
6,LEGENDS OF CHESS TONY MILES,U1800,4,W,16923000,CHRISTIAN Y LI,1193 => 1157 (R),W
7,TORNADO #136,U1800,2,B,16923000,CHRISTIAN Y LI,1152 => 1141 (R),W
8,MASSACHUSETTS G-60 CHAMPIONSHIP,UNDER 1400,4,W,17079108,STANLEY YU,1118 => 1109 (R),W
9,SPRING EQUINOX OPEN,U1800,2,W,13924936,ARIEL ISRAEL TYNAN,1156 => 1197 (R),W
10,SPRING EQUINOX OPEN,U1800,3,B,16923000,CHRISTIAN Y LI,1128 => 1152 (R),L
11,SPRING EQUINOX OPEN,U1800,4,W,30498732,HUAIGU CAO,1112 => 946 (R),W
12,WINTER TEAM CHALLENGE,GRADES K-6,3,W,16634247,CHRISTINE NGUYEN,1165 => 1176 (R),L
13,FMCA SCHOLASTICS #18,OVER 1000,3,B,16673523,SPENCER CARMAN,1146 => 1251 (R),L
14,2ND BOSTON ELITE THANKSGIVING OPEN,U1500,6,B,30264362,SHAWN XU,1186 => 1251 (R),D
15,FMCA SCHOLASTICS #15,OVER 1000,2,W,30180929,FRANK YANG,1139 => 1050 (R),W
16,FMCA SCHOLASTICS #15,OVER 1000,4,W,16151483,AMY NGUYEN,1125 => 1097 (R),W
17,BCF FALL SWISS,U1800,3,B,30250292,MICHAEL KHALIL,1190 => 629 (R),W
18,89TH MASSACHUSETTS OPEN,K-12 U1500,2,W,30180929,FRANK YANG,1164 => 1144 (R),L
19,89TH MASSACHUSETTS OPEN,K-3 U1200,3,B,30264362,SHAWN XU,1132 => 1106 (R),L
20,80TH NEW ENGLAND OPEN,UNDER 1200,3,W,16012256,RYAN C GREENWOOD,1169 => 1202 (R),L
2,WORLD TEAM 2024,WORLD AMATEUR TEAM 2024,4,B,16694060,SOPHIE ROHRS,1260 => 1279 (R),W
3,HURVITZ CUP,K-5,4,W,16523406,DAVID FIGELMAN,1283 => 1331 (R),D
4,2022 NATIONAL K-12 GRADE CHAMPIONSHIP,3RD GRADE CHAMPIONSHIP,6,B,30025432,KABIR PARTHA MUTHA,1290 => 1306 (R),D
5,53RD ANNUAL NATIONAL CHESS CONGRESS,UNDER 2000,6,B,16678390,MR. SHIRISH RAMESHCHANDRA CHITNIS,1297 => 1356 (R),W
6,52ND ANNUAL CONTINENTAL OPEN,UNDER 1800,3,W,16913710,METE OZDER,1253 => 1471 (R),L
7,30TH ANNUAL EASTERN CLASS!,CLASS D,1,W,16259493,WILLIAM GEORGE GRAHAM,1291 => 1266 (R),W
8,30TH ANNUAL EASTERN CLASS!,CLASS D,2,B,14215018,ABDIEL MATOS,1248 => 1296 (R),L
9,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,3,W,16856326,JASWANT REDDY AMBATI,1222 => 1216 (R),W
10,BILLERICA FEBRUARY SWISS 2022- OPEN,OPEN,3,W,16673523,SPENCER CARMAN,1270 => 1396 (R),L
11,SPRING EQUINOX OPEN,U1800,1,B,30511333,STEFAN MARTIN ROEHRIG,1231 => 1216 (R),L
12,2022MARCHQUADS,QUAD 9,2,B,30214553,JERRY CHEN,1256 => 1352 (R),L
13,2022MARCHQUADS,QUAD 9,3,B,16634247,CHRISTINE NGUYEN,1215 => 1186 (R),D
14,$15 OPEN FEB 2022,OPEN,4,B,15089014,TYE MOORE,1230 => 1312 (R),L
15,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1500 SECTION,4,W,30277931,RODRIGO ESPIRITO SANTO,1263 => 1177 (R),D
16,DECEMBER PRE-HOLIDAY MEDLEY G45 #2,OPEN,3,W,30332099,ANTHONY J PARKS,1204 => 1271 (R),L
17,DECEMBER PRE-HOLIDAY MEDLEY G45 #1,U1800,1,B,30332099,ANTHONY J PARKS,1225 => 1204 (R),W
18,2ND BOSTON ELITE THANKSGIVING OPEN,U1500,2,W,30207172,JAMES LLEWELLYN KO,1299 => 1399 (R),L
19,BCF HALLOWEEN OPEN,U1800,4,B,30117988,WASHINGTON TAYLOR,1230 => 1282 (R),W
20,89TH MASSACHUSETTS OPEN,K-6 U1400,2,B,16715527,MAXIM KLEMPF,1270 => 1255 (R),L
2,2024 NORTH AMERICAN YOUTH,U10-OPEN,1,W,32213949,ANDRES MUNOZ PADILLA,1380 => 1393 (R),W
3,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,6,B,30306939,ARI HOFFMAN,1394 => 1410 (R),W
4,WORLD AMATEUR TEAM 2023,WORLD AMATEUR TEAM 2023,1,W,17354652,LEO WANG,1357 => 1376 (R),W
5,52ND ANNUAL CONTINENTAL OPEN,UNDER 1800,5,B,17048985,MADDOX JACKSON,1395 => 1427 (R),W
6,BILLERICA JULY SWISS 2022,OPEN,3,W,30083131,XINAN LI,1312 => 1325 (R),D
7,27TH BRADLEY OPEN,UNDER 1800,5,W,30038167,AGUSTYA ADHYAM,1354 => 1403 (R),L
8,WAYNE L STEADMAN MEMORIAL,U1600,5,W,16957835,RENE A. MINALGA-RHEAULT,1334 => 1499 (R),D
9,BILLERICA MAY SWISS 2022,OPEN,4,B,16957835,RENE A. MINALGA-RHEAULT,1337 => 1340 (R),D
10,30TH ANNUAL EASTERN CLASS!,CLASS D,3,W,12460814,CLYDE FRANKLIN SNOW,1300 => 1300 (R),W
11,30TH ANNUAL EASTERN CLASS!,CLASS D,4,W,30305617,ELLA XINYUE ZHANG,1347 => 1354 (R),L
12,30TH ANNUAL EASTERN CLASS!,CLASS D,5,B,14855143,MR. ADAM B. FOLTIN,1346 => 1288 (R),W
13,LEGENDS OF CHESS TONY MILES,U1800,2,B,16729904,NEIL GUPTA,1323 => 1380 (R),L
14,APRIL QUAD,QUAD 7,2,W,16523406,DAVID FIGELMAN,1365 => 1345 (R),D
15,BILLERICA FEBRUARY SWISS 2022- OPEN,OPEN,5,B,16433982,SUJAY KUNAMNENI,1367 => 1334 (R),W
16,MASSACHUSETTS G-60 CHAMPIONSHIP,UNDER 1400,3,B,16388502,MARK PIRYATINSKY,1394 => 1326 (R),D
17,3RD SPIEGEL CUP QUALIFIER,GRADES K-3,4,B,30264362,SHAWN XU,1370 => 1391 (R),L
18,10TH ANNUAL BOSTON CHESS CONGRESS,UNDER 1500 SECTION,5,W,14215018,ABDIEL MATOS,1323 => 1293 (R),L
19,FMCA SCHOLASTICS #15,OVER 1000,1,W,17240063,URI NETZER,1376 => 1441 (R),L
20,LAURENCE SCHMITT MEMORIAL,U2000,2,W,30081196,LINDA CHANG,1372 => 1267 (R),W
21,LAURENCE SCHMITT MEMORIAL,U2000,3,B,16584258,VINAMRA JAIN,1313 => 1456 (R),W
2,WORLD TEAM 2024,WORLD AMATEUR TEAM 2024,2,B,12711901,JOSH LIPOWSKY,1419 => 1400 (R),W
3,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 2100 SECTION,3,B,17026676,TIANJUN CHEN,1436 => 1484 (R),D
4,48TH ANNUAL EASTERN OPEN!,UNDER 2200 SECTION,2,W,30135902,RISHIK BHATTACHARYYA,1478 => 1458 (R),W
5,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,4,B,30135375,PREASH MAYANK VADHER,1465 => 1474 (R),D
6,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,5,W,17064058,ARYAN VUYYURU,1422 => 1440 (R),D
7,27TH ANNUAL EASTERN CHESS CONGRESS!,UNDER 2100 SECTION,5,B,30081108,ELIZABETH ZHOU,1448 => 1463 (R),D
8,28TH BRADLEY OPEN,UNDER 2100,4,W,17319976,ALICIA ZHU,1468 => 1532 (R),W
9,SPRING G80,U2010,1,W,12912297,JUSTIN RALPH BALDOVINO GUERRA,1474 => 1524 (R),D
10,HURVITZ CUP,K-5,1,B,16634247,CHRISTINE NGUYEN,1426 => 1470 (R),L
11,HURVITZ CUP,K-5,3,B,30319128,YANYEE LI,1427 => 1432 (R),D
12,GEORGE E. O'ROURKE MEMORIAL,PREMIER,1,B,12824988,BRIAN G. BIGLOW,1436 => 1453 (R),W
13,BOSTON_ELITE_SUMMER_CLASSIC_2022- S,U1900,3,W,16414296,ARNAUD KOHLER,1457 => 1427 (R),W
14,BOSTON_ELITE_SUMMER_CLASSIC_2022- S,U1900,5,W,30219040,ALEC CHRISTOPHER NEWPORT,1436 => 1503 (R),D
15,WAYNE L STEADMAN MEMORIAL,U1600,2,B,16842787,KRISHNA NARAYANAN,1425 => 1463 (R),W
16,WAYNE L STEADMAN MEMORIAL,U1600,4,B,12540942,MICHAEL P BERGERON,1463 => 1455 (R),W
17,90TH MASSACHUSETTS OPEN,UNDER 1800,5,B,30286153,TYERA L ZWEYGARDT,1403 => 1486 (R),L
18,$15 OPEN,U1800,2,W,30214553,JERRY CHEN,1487 => 1491 (R),D
19,4TH SPIEGEL CUP QUALIFIER,GRADES K-5,4,B,30264362,SHAWN XU,1427 => 1467 (R),L
20,APRIL QUAD,QUAD 7,1,B,30214553,JERRY CHEN,1429 => 1460 (R),L
21,DECEMBER PRE-HOLIDAY MEDLEY G45 #2,OPEN,1,W,12912297,JUSTIN RALPH BALDOVINO GUERRA,1452 => 1435 (R),W
22,DECEMBER PRE-HOLIDAY MEDLEY G45 #2,OPEN,2,B,30220498,MICHAEL NICHOLAS COPPOLA,1433 => 1450 (R),L
23,DECEMBER PRE-HOLIDAY MEDLEY G45 #1,U1800,2,W,30337085,CHRISTIAN DITTMEIER,1426 => 1298 (R),W
24,DECEMBER PRE-HOLIDAY MEDLEY G45 #1,U1800,3,W,30220498,MICHAEL NICHOLAS COPPOLA,1470 => 1433 (R),W
25,2ND BOSTON ELITE THANKSGIVING OPEN,U1500,3,B,12850212,ANTONIO MARTINEZ,1467 => 1463 (R),L
26,BCF FALL SWISS,U1800,1,B,30316372,MR. GIAN PAOLO LATINI,1446 => 1371 (R),L
27,89TH MASSACHUSETTS OPEN,K-12 U1500,1,W,16918131,PARINYA JAIN,1413 => 1381 (R),L
2,BARRY S. SPIEGEL CUP,ELEMENTARY SCHOOL,1,B,30305579,EMMA LINYUE ZHANG,1576 => 1590 (R),W
3,56TH ANNUAL LIBERTY BELL OPEN!,UNDER 2100 SECTION,5,W,30092306,GRANT A WEYMAN,1593 => 1617 (R),W
4,12TH ANNUAL BOSTON CHESS CONGRESS!,UNDER 2100 SECTION,2,W,16715512,NATHAN KLEMPF,1595 => 1633 (R),D
5,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,3,W,30716757,HUDSON WONG,1544 => 1545 (R),D
6,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS,4TH GRADE CHAMPIONSHIP,7,W,17264247,ZACK ARONOV,1519 => 1534 (R),D
7,K&Q SUPER SUNDAY,OPEN (1700+),3,W,16438203,SHREERAM RAMABHADRAN,1539 => 1580 (R),D
8,12TH ANNUAL HARTFORD OPEN!,UNDER 2100 SECTION,1,W,30494926,THOMAS HOLDER,1575 => 1623 (R),D
9,55TH ANNUAL ATLANTIC OPEN!,UNDER 2100 SECTION,4,B,17301046,WALKER W GILBERT,1568 => 1567 (R),W
10,53RD ANNUAL NATIONAL CHESS CONGRESS,UNDER 2000,4,W,16689782,ERICA RONG,1550 => 1544 (R),D
11,53RD ANNUAL NATIONAL CHESS CONGRESS,UNDER 2000,5,B,30047481,ALBERT LI,1517 => 1502 (R),W
12,CIRCUS & SPECTACLE,U2200,4,B,30301062,OWEN MORRISSEY,1551 => 1541 (R),L
13,11TH ANNUAL HARTFORD OPEN,UNDER 2100 SECTION,2,B,16842787,KRISHNA NARAYANAN,1562 => 1562 (R),D
14,11TH ANNUAL HARTFORD OPEN,UNDER 2100 SECTION,5,W,16461572,AUDREY KEYAN LI,1575 => 1591 (R),W
15,27TH BRADLEY OPEN,UNDER 1800,3,W,16398583,MR. DONATO GAMARO JR.,1592 => 1578 (R),D
16,BOSTON_ELITE_SUMMER_CLASSIC_2022- S,U1900,1,B,16340541,ANDREW X LIU,1549 => 1575 (R),D
17,BOSTON_ELITE_SUMMER_CLASSIC_2022- S,U1900,2,W,16790284,JACKY LIN,1557 => 1523 (R),L
18,BOSTON_ELITE_SUMMER_CLASSIC_2022- S,U1900,4,B,30264362,SHAWN XU,1591 => 1579 (R),W
19,WAYNE L STEADMAN MEMORIAL,U1600,3,W,12591562,TOM FRATTURELLI,1547 => 1535 (R),D
20,FATHER'S DAY QUADS 2022,QUAD 4,3,W,30214553,JERRY CHEN,1545 => 1636 (R),L
21,HURVITZ CUP,GRADES K-5,2,B,16340541,ANDREW X LIU,1553 => 1549 (R),D
22,90TH MASSACHUSETTS OPEN,UNDER 1800,6,W,30301062,OWEN MORRISSEY,1505 => 1460 (R),W
23,TORNADO #136,U1800,1,W,16918131,PARINYA JAIN,1584 => 1636 (R),L
24,TORNADO #136,U1800,3,W,15263723,SOPHIA ZADA ROSENHOLTZ,1557 => 1522 (R),D
25,BILLERICA FEBRUARY SWISS 2022- OPEN,OPEN,6,W,16584258,VINAMRA JAIN,1535 => 1498 (R),D
26,2022 QUEEN CITY TORNADO,UNDER 1800,1,W,30306839,DODY EID,1552 => 1411 (R),L
27,2022 QUEEN CITY TORNADO,UNDER 1800,3,B,13750284,JASON MARK DAVIS,1507 => 1467 (R),D
28,2022 QUEEN CITY TORNADO,UNDER 1800,4,W,16584258,VINAMRA JAIN,1536 => 1537 (R),L
29,2ND BOSTON ELITE THANKSGIVING OPEN,U1500,1,B,16918131,PARINYA JAIN,1517 => 1515 (R),W
30,NOVEMBER $15 OPEN,U1800,1,B,16433976,MEGHANA KUNAMNENI,1542 => 1508 (R),L
31,BCF HALLOWEEN OPEN,U1800,2,B,16405203,MR. NICHOLAS A MASTROMARINO,1552 => 1520 (R),W
2,16TH ANNUAL OPEN AT FOXWOODS,UNDER 2200,2,W,30406960,RAUNAK AMIT RAMESAN,1674 => 1752 (R),D
3,MARCH G-80,OPEN,1,W,31309737,DANIEL N RAMAKRISHNA,1661 => 1665 (R),D
4,WORLD TEAM 2024,WORLD AMATEUR TEAM 2024,5,W,17089037,EMMA ZHANG,1690 => 1663 (R),W
5,32ND MID-WINTER CLASSIC,OPEN,3,W,12415480,SCOTT BOYCE,1640 => 1621 (R),W
6,56TH ANNUAL LIBERTY BELL OPEN!,UNDER 2100 SECTION,2,B,14766721,MAO NOZAKI,1674 => 1676 (R),D
